[-t, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/train.arff, -T, /Users/jiangjunhao/Desktop/MLC-master/code/temp/BayesianClassifierChain_ESKDB/tmc2007/test.arff, -K, 2, -S, SKDB_R, -I, 10, -L, 2, -E, 2]
Dataset : train
data size 	14305
Attribute size 	1503
class size 	2

Started learning
The 0th SKDB classifier has been built and smoothed
The 1th SKDB classifier has been built and smoothed

Started testing
testID:	Prob(0)	Prob(1)	Prediction	TrueClass
test example 2634:	 0.997	 0.003	0	0
test example 2635:	 0.988	 0.012	0	0
test example 2636:	 0.981	 0.019	0	0
test example 2637:	 0.998	 0.002	0	0
test example 2638:	 0.995	 0.005	0	0
test example 2639:	 0.994	 0.006	0	0
test example 2640:	 0.99 	 0.01 	0	0
test example 2641:	 0.988	 0.012	0	0
test example 2642:	 0.989	 0.011	0	0
test example 2643:	 0.994	 0.006	0	0
test example 2644:	 0.988	 0.012	0	0
test example 2645:	 0.997	 0.003	0	0
test example 2646:	 0.993	 0.007	0	0
test example 2647:	 0.978	 0.022	0	0
test example 2648:	 0.996	 0.004	0	0
test example 2649:	 0.964	 0.036	0	0
test example 2650:	 0.984	 0.016	0	0
test example 2651:	 0.997	 0.003	0	0
test example 2652:	 0.997	 0.003	0	0
test example 2653:	 0.994	 0.006	0	0
test example 2654:	 0.984	 0.016	0	0
test example 2655:	 0.996	 0.004	0	0
test example 2656:	 0.99 	 0.01 	0	0
test example 2657:	 0.922	 0.078	0	0
test example 2658:	 0.986	 0.014	0	0
test example 2659:	 0.993	 0.007	0	0
test example 2660:	 0.995	 0.005	0	0
test example 2661:	 0.887	 0.113	0	0
test example 2662:	 0.983	 0.017	0	0
test example 2663:	 0.996	 0.004	0	0
test example 2664:	 0.998	 0.002	0	0
test example 2665:	 0.934	 0.066	0	0
test example 2666:	 0.852	 0.148	0	0
test example 2667:	 0.986	 0.014	0	0
test example 2668:	 0.991	 0.009	0	0
test example 2669:	 0.996	 0.004	0	0
test example 2670:	 0.994	 0.006	0	0
test example 2671:	 0.997	 0.003	0	0
test example 2672:	 0.985	 0.015	0	0
test example 2673:	 0.934	 0.066	0	0
test example 2674:	 0.986	 0.014	0	0
test example 2675:	 0.976	 0.024	0	0
test example 2676:	 0.996	 0.004	0	0
test example 2677:	 0.943	 0.057	0	0
test example 2678:	 0.882	 0.118	0	0
test example 2679:	 0.838	 0.162	0	0
test example 2680:	 0.997	 0.003	0	0
test example 2681:	 0.634	 0.366	0	0
test example 2682:	 0.986	 0.014	0	0
test example 2683:	 0.688	 0.312	0	0
test example 2684:	 0.998	 0.002	0	0
test example 2685:	 0.989	 0.011	0	0
test example 2686:	 0.969	 0.031	0	0
test example 2687:	 0.808	 0.192	0	0
test example 2688:	 0.973	 0.027	0	0
test example 2689:	 0.997	 0.003	0	0
test example 2690:	 0.991	 0.009	0	0
test example 2691:	 0.997	 0.003	0	0
test example 2692:	 0.988	 0.012	0	0
test example 2693:	 0.999	 0.001	0	0
test example 2694:	 0.432	 0.568	1	0
test example 2695:	 0.683	 0.317	0	0
test example 2696:	 0.991	 0.009	0	0
test example 2697:	 0.995	 0.005	0	0
test example 2698:	 0.998	 0.002	0	0
test example 2699:	 0.96 	 0.04 	0	0
test example 2700:	 0.981	 0.019	0	0
test example 2701:	 0.107	 0.893	1	0
test example 2702:	 0.987	 0.013	0	0
test example 2703:	 0.99 	 0.01 	0	0
test example 2704:	 0.989	 0.011	0	0
test example 2705:	 0.982	 0.018	0	0
test example 2706:	 0.996	 0.004	0	0
test example 2707:	 0.986	 0.014	0	0
test example 2708:	 0.912	 0.088	0	0
test example 2709:	 0.431	 0.569	1	0
test example 2710:	 0.96 	 0.04 	0	0
test example 2711:	 0.894	 0.106	0	0
test example 2712:	 0.993	 0.007	0	0
test example 2713:	 0.873	 0.127	0	0
test example 2714:	 0.992	 0.008	0	0
test example 2715:	 0.994	 0.006	0	0
test example 2716:	 0.993	 0.007	0	0
test example 2717:	 0.987	 0.013	0	0
test example 2718:	 0.983	 0.017	0	0
test example 2719:	 0.95 	 0.05 	0	0
test example 2720:	 0.577	 0.423	0	0
test example 2721:	 0.9  	 0.1  	0	0
test example 2722:	 0.984	 0.016	0	0
test example 2723:	 0.558	 0.442	0	0
test example 2724:	 0.979	 0.021	0	0
test example 2725:	 0.884	 0.116	0	0
test example 2726:	 0.294	 0.706	1	0
test example 2727:	 0.477	 0.523	1	0
test example 2728:	 0.982	 0.018	0	0
test example 2729:	 0.987	 0.013	0	0
test example 2730:	 0.919	 0.081	0	0
test example 2731:	 0.992	 0.008	0	0
test example 2732:	 0.991	 0.009	0	0
test example 2733:	 0.982	 0.018	0	0
test example 2734:	 0.993	 0.007	0	0
test example 2735:	 0.993	 0.007	0	0
test example 2736:	 0.995	 0.005	0	0
test example 2737:	 0.801	 0.199	0	0
test example 2738:	 0.991	 0.009	0	0
test example 2739:	 0.815	 0.185	0	0
test example 2740:	 0.993	 0.007	0	0
test example 2741:	 0.542	 0.458	0	0
test example 2742:	 0.683	 0.317	0	0
test example 2743:	 0.826	 0.174	0	0
test example 2744:	 0.895	 0.105	0	0
test example 2745:	 0.994	 0.006	0	0
test example 2746:	 0.991	 0.009	0	0
test example 2747:	 0.98 	 0.02 	0	0
test example 2748:	 0.998	 0.002	0	0
test example 2749:	 0.997	 0.003	0	0
test example 2750:	 0.988	 0.012	0	0
test example 2751:	 1    	 0    	0	0
test example 2752:	 0.993	 0.007	0	0
test example 2753:	 1    	 0    	0	0
test example 2754:	 0.999	 0.001	0	0
test example 2755:	 0.997	 0.003	0	0
test example 2756:	 0.999	 0.001	0	0
test example 2757:	 0.997	 0.003	0	0
test example 2758:	 0.997	 0.003	0	0
test example 2759:	 0.999	 0.001	0	0
test example 2760:	 0.998	 0.002	0	0
test example 2761:	 0.998	 0.002	0	0
test example 2762:	 0.994	 0.006	0	0
test example 2763:	 0.975	 0.025	0	0
test example 2764:	 0.976	 0.024	0	0
test example 2765:	 0.988	 0.012	0	0
test example 2766:	 0.993	 0.007	0	0
test example 2767:	 0.991	 0.009	0	0
test example 2768:	 0.993	 0.007	0	0
test example 2769:	 0.998	 0.002	0	0
test example 2770:	 1    	 0    	0	0
test example 2771:	 0.997	 0.003	0	0
test example 2772:	 1    	 0    	0	0
test example 2773:	 0.993	 0.007	0	0
test example 2774:	 0.997	 0.003	0	0
test example 2775:	 0.987	 0.013	0	0
test example 2776:	 0.983	 0.017	0	0
test example 2777:	 1    	 0    	0	0
test example 2778:	 0.998	 0.002	0	0
test example 2779:	 0.993	 0.007	0	0
test example 2780:	 0.991	 0.009	0	0
test example 2781:	 0.997	 0.003	0	0
test example 2782:	 0.985	 0.015	0	0
test example 2783:	 0.797	 0.203	0	0
test example 2784:	 0.698	 0.302	0	0
test example 2785:	 0.822	 0.178	0	0
test example 2786:	 0.595	 0.405	0	0
test example 2787:	 0.814	 0.186	0	0
test example 2788:	 0.407	 0.593	1	0
test example 2789:	 0.979	 0.021	0	0
test example 2790:	 0.812	 0.188	0	0
test example 2791:	 0.963	 0.037	0	0
test example 2792:	 0.935	 0.065	0	0
test example 2793:	 0.615	 0.385	0	0
test example 2794:	 0.886	 0.114	0	0
test example 2795:	 0.865	 0.135	0	0
test example 2796:	 0.456	 0.544	1	0
test example 2797:	 0.84 	 0.16 	0	0
test example 2798:	 0.863	 0.137	0	0
test example 2799:	 0.908	 0.092	0	0
test example 2800:	 0.99 	 0.01 	0	0
test example 2801:	 0.989	 0.011	0	0
test example 2802:	 0.967	 0.033	0	0
test example 2803:	 0.911	 0.089	0	0
test example 2804:	 0.903	 0.097	0	0
test example 2805:	 0.94 	 0.06 	0	0
test example 2806:	 0.622	 0.378	0	0
test example 2807:	 0.135	 0.865	1	0
test example 2808:	 0.959	 0.041	0	0
test example 2809:	 0.878	 0.122	0	0
test example 2810:	 0.718	 0.282	0	0
test example 2811:	 0.962	 0.038	0	0
test example 2812:	 0.581	 0.419	0	0
test example 2813:	 0.995	 0.005	0	0
test example 2814:	 0.578	 0.422	0	0
test example 2815:	 0.864	 0.136	0	0
test example 2816:	 0.874	 0.126	0	0
test example 2817:	 0.816	 0.184	0	0
test example 2818:	 0.857	 0.143	0	0
test example 2819:	 0.906	 0.094	0	0
test example 2820:	 0.718	 0.282	0	0
test example 2821:	 0.748	 0.252	0	0
test example 2822:	 0.981	 0.019	0	0
test example 2823:	 0.883	 0.117	0	0
test example 2824:	 0.76 	 0.24 	0	0
test example 2825:	 0.891	 0.109	0	0
test example 2826:	 0.824	 0.176	0	0
test example 2827:	 0.99 	 0.01 	0	0
test example 2828:	 0.908	 0.092	0	0
test example 2829:	 0.888	 0.112	0	0
test example 2830:	 0.991	 0.009	0	0
test example 2831:	 0.993	 0.007	0	0
test example 2832:	 0.342	 0.658	1	0
test example 2833:	 0.588	 0.412	0	0
test example 2834:	 0.286	 0.714	1	0
test example 2835:	 0.935	 0.065	0	0
test example 2836:	 0.81 	 0.19 	0	0
test example 2837:	 0.986	 0.014	0	0
test example 2838:	 0.993	 0.007	0	0
test example 2839:	 0.993	 0.007	0	0
test example 2840:	 0.478	 0.522	1	0
test example 2841:	 0.98 	 0.02 	0	0
test example 2842:	 0.803	 0.197	0	0
test example 2843:	 0.777	 0.223	0	0
test example 2844:	 0.593	 0.407	0	0
test example 2845:	 0.912	 0.088	0	0
test example 2846:	 0.888	 0.112	0	0
test example 2847:	 0.878	 0.122	0	0
test example 2848:	 0.474	 0.526	1	0
test example 2849:	 0.94 	 0.06 	0	0
test example 2850:	 0.963	 0.037	0	0
test example 2851:	 0.827	 0.173	0	0
test example 2852:	 0.945	 0.055	0	0
test example 2853:	 0.923	 0.077	0	0
test example 2854:	 0.898	 0.102	0	0
test example 2855:	 0.789	 0.211	0	0
test example 2856:	 0.862	 0.138	0	0
test example 2857:	 0.898	 0.102	0	0
test example 2858:	 0.696	 0.304	0	0
test example 2859:	 0.226	 0.774	1	0
test example 2860:	 0.917	 0.083	0	0
test example 2861:	 0.752	 0.248	0	0
test example 2862:	 0.933	 0.067	0	0
test example 2863:	 0.784	 0.216	0	0
test example 2864:	 0.698	 0.302	0	0
test example 2865:	 0.953	 0.047	0	0
test example 2866:	 0.588	 0.412	0	0
test example 2867:	 0.895	 0.105	0	0
test example 2868:	 0.262	 0.738	1	0
test example 2869:	 0.928	 0.072	0	0
test example 2870:	 0.778	 0.222	0	0
test example 2871:	 0.322	 0.678	1	0
test example 2872:	 0.684	 0.316	0	0
test example 2873:	 0.678	 0.322	0	0
test example 2874:	 0.533	 0.467	0	0
test example 2875:	 0.075	 0.925	1	0
test example 2876:	 0.66 	 0.34 	0	0
test example 2877:	 0.704	 0.296	0	0
test example 2878:	 0.767	 0.233	0	0
test example 2879:	 0.695	 0.305	0	0
test example 2880:	 0.413	 0.587	1	0
test example 2881:	 0.399	 0.601	1	0
test example 2882:	 0.908	 0.092	0	0
test example 2883:	 0.898	 0.102	0	0
test example 2884:	 0.832	 0.168	0	0
test example 2885:	 0.862	 0.138	0	0
test example 2886:	 0.754	 0.246	0	0
test example 2887:	 0.048	 0.952	1	0
test example 2888:	 0.934	 0.066	0	0
test example 2889:	 0.989	 0.011	0	0
test example 2890:	 0.355	 0.645	1	0
test example 2891:	 0.759	 0.241	0	0
test example 2892:	 0.989	 0.011	0	0
test example 2893:	 0.936	 0.064	0	0
test example 2894:	 0.643	 0.357	0	0
test example 2895:	 0.997	 0.003	0	0
test example 2896:	 0.985	 0.015	0	0
test example 2897:	 0.988	 0.012	0	0
test example 2898:	 0.351	 0.649	1	0
test example 2899:	 0.335	 0.665	1	0
test example 2900:	 0.426	 0.574	1	0
test example 2901:	 0.219	 0.781	1	0
test example 2902:	 0.983	 0.017	0	0
test example 2903:	 0.862	 0.138	0	0
test example 2904:	 0.371	 0.629	1	0
test example 2905:	 0.683	 0.317	0	1
test example 2906:	 0.236	 0.764	1	1
test example 2907:	 0.874	 0.126	0	1
test example 2908:	 0.736	 0.264	0	1
test example 2909:	 0.218	 0.782	1	1
test example 2910:	 0.233	 0.767	1	1
test example 2911:	 0.318	 0.682	1	1
test example 2912:	 0.122	 0.878	1	1
test example 2913:	 0.712	 0.288	0	1
test example 2914:	 0.046	 0.954	1	1
test example 2915:	 0.342	 0.658	1	1
test example 2916:	 0.595	 0.405	0	1
test example 2917:	 0.052	 0.948	1	1
test example 2918:	 0.248	 0.752	1	1
test example 2919:	 0.271	 0.729	1	1
test example 2920:	 0.647	 0.353	0	1
test example 2921:	 0.188	 0.812	1	1
test example 2922:	 0.809	 0.191	0	1
test example 2923:	 0.537	 0.463	0	1
test example 2924:	 0.116	 0.884	1	1
test example 2925:	 0.345	 0.655	1	1
test example 2926:	 0.801	 0.199	0	1
test example 2927:	 0.003	 0.997	1	1
test example 2928:	 0.261	 0.739	1	1
test example 2929:	 0.068	 0.932	1	1
test example 2930:	 0.065	 0.935	1	1
test example 2931:	 0.101	 0.899	1	1
test example 2932:	 0.029	 0.971	1	1
test example 2933:	 0.895	 0.105	0	1
test example 2934:	 0.111	 0.889	1	1
test example 2935:	 0.748	 0.252	0	1
test example 2936:	 0.518	 0.482	0	1
test example 2937:	 0.728	 0.272	0	1
test example 2938:	 0.882	 0.118	0	1
test example 2939:	 0.007	 0.993	1	1
test example 2940:	 0.017	 0.983	1	1
test example 2941:	 0.457	 0.543	1	1
test example 2942:	 0.039	 0.961	1	1
test example 2943:	 0.41 	 0.59 	1	1
test example 2944:	 0.726	 0.274	0	1
test example 2945:	 0.111	 0.889	1	1
test example 2946:	 0.992	 0.008	0	0
test example 2947:	 0.988	 0.012	0	0
test example 2948:	 0.651	 0.349	0	0
test example 2949:	 0.327	 0.673	1	0
test example 2950:	 0.847	 0.153	0	0
test example 2951:	 0.181	 0.819	1	0
test example 2952:	 0.126	 0.874	1	0
test example 2953:	 0.026	 0.974	1	0
test example 2954:	 0.185	 0.815	1	0
test example 2955:	 0.898	 0.102	0	0
test example 2956:	 0.129	 0.871	1	0
test example 2957:	 0.696	 0.304	0	0
test example 2958:	 0.082	 0.918	1	0
test example 2959:	 0.277	 0.723	1	0
test example 2960:	 0.03 	 0.97 	1	0
test example 2961:	 0.934	 0.066	0	0
test example 2962:	 0.623	 0.377	0	0
test example 2963:	 0.248	 0.752	1	0
test example 2964:	 0.612	 0.388	0	0
test example 2965:	 0.942	 0.058	0	0
test example 2966:	 0.203	 0.797	1	0
test example 2967:	 0.033	 0.967	1	0
test example 2968:	 0.322	 0.678	1	0
test example 2969:	 0.409	 0.591	1	0
test example 2970:	 0.937	 0.063	0	0
test example 2971:	 0.87 	 0.13 	0	0
test example 2972:	 0.285	 0.715	1	0
test example 2973:	 0.908	 0.092	0	0
test example 2974:	 0.62 	 0.38 	0	0
test example 2975:	 0.984	 0.016	0	0
test example 2976:	 0.254	 0.746	1	0
test example 2977:	 0.793	 0.207	0	0
test example 2978:	 0.529	 0.471	0	0
test example 2979:	 0.177	 0.823	1	0
test example 2980:	 0.145	 0.855	1	0
test example 2981:	 0.151	 0.849	1	0
test example 2982:	 0.858	 0.142	0	0
test example 2983:	 0.98 	 0.02 	0	0
test example 2984:	 0.091	 0.909	1	0
test example 2985:	 0.473	 0.527	1	0
test example 2986:	 0.185	 0.815	1	0
test example 2987:	 0.994	 0.006	0	0
test example 2988:	 0.989	 0.011	0	0
test example 2989:	 0.991	 0.009	0	0
test example 2990:	 0.08 	 0.92 	1	0
test example 2991:	 0.324	 0.676	1	0
test example 2992:	 0.975	 0.025	0	0
test example 2993:	 0.766	 0.234	0	0
test example 2994:	 0.473	 0.527	1	0
test example 2995:	 0.935	 0.065	0	0
test example 2996:	 0.991	 0.009	0	0
test example 2997:	 0.981	 0.019	0	0
test example 2998:	 0.868	 0.132	0	0
test example 2999:	 0.992	 0.008	0	0
test example 3000:	 0.901	 0.099	0	0
test example 3001:	 0.989	 0.011	0	0
test example 3002:	 0.666	 0.334	0	0
test example 3003:	 0.224	 0.776	1	0
test example 3004:	 0.997	 0.003	0	0
test example 3005:	 0.993	 0.007	0	0
test example 3006:	 0.996	 0.004	0	0
test example 3007:	 0.883	 0.117	0	0
test example 3008:	 0.988	 0.012	0	0
test example 3009:	 0.985	 0.015	0	0
test example 3010:	 0.993	 0.007	0	0
test example 3011:	 0.991	 0.009	0	0
test example 3012:	 0.999	 0.001	0	0
test example 3013:	 0.991	 0.009	0	0
test example 3014:	 1    	 0    	0	0
test example 3015:	 0.903	 0.097	0	0
test example 3016:	 0.993	 0.007	0	0
test example 3017:	 0.999	 0.001	0	0
test example 3018:	 0.897	 0.103	0	0
test example 3019:	 0.993	 0.007	0	0
test example 3020:	 0.992	 0.008	0	0
test example 3021:	 0.996	 0.004	0	0
test example 3022:	 0.987	 0.013	0	0
test example 3023:	 0.947	 0.053	0	0
test example 3024:	 0.984	 0.016	0	0
test example 3025:	 0.998	 0.002	0	0
test example 3026:	 0.993	 0.007	0	0
test example 3027:	 0.993	 0.007	0	0
test example 3028:	 0.999	 0.001	0	0
test example 3029:	 0.998	 0.002	0	0
test example 3030:	 0.989	 0.011	0	0
test example 3031:	 0.989	 0.011	0	0
test example 3032:	 0.987	 0.013	0	0
test example 3033:	 1    	 0    	0	0
test example 3034:	 0.993	 0.007	0	0
test example 3035:	 0.995	 0.005	0	0
test example 3036:	 0.991	 0.009	0	0
test example 3037:	 0.998	 0.002	0	0
test example 3038:	 0.995	 0.005	0	0
test example 3039:	 0.996	 0.004	0	0
test example 3040:	 0.915	 0.085	0	0
test example 3041:	 0.976	 0.024	0	0
test example 3042:	 1    	 0    	0	0
test example 3043:	 0.992	 0.008	0	0
test example 3044:	 0.991	 0.009	0	0
test example 3045:	 0.996	 0.004	0	0
test example 3046:	 0.995	 0.005	0	0
test example 3047:	 0.993	 0.007	0	0
test example 3048:	 0.993	 0.007	0	0
test example 3049:	 0.985	 0.015	0	0
test example 3050:	 0.995	 0.005	0	0
test example 3051:	 0.991	 0.009	0	0
test example 3052:	 0.999	 0.001	0	0
test example 3053:	 0.993	 0.007	0	0
test example 3054:	 0.997	 0.003	0	0
test example 3055:	 0.992	 0.008	0	0
test example 3056:	 0.99 	 0.01 	0	0
test example 3057:	 0.999	 0.001	0	0
test example 3058:	 0.899	 0.101	0	0
test example 3059:	 0.723	 0.277	0	0
test example 3060:	 0.983	 0.017	0	0
test example 3061:	 0.991	 0.009	0	0
test example 3062:	 0.988	 0.012	0	0
test example 3063:	 0.983	 0.017	0	0
test example 3064:	 0.992	 0.008	0	0
test example 3065:	 0.984	 0.016	0	0
test example 3066:	 0.593	 0.407	0	0
test example 3067:	 0.994	 0.006	0	0
test example 3068:	 0.789	 0.211	0	0
test example 3069:	 0.843	 0.157	0	0
test example 3070:	 0.939	 0.061	0	0
test example 3071:	 0.327	 0.673	1	0
test example 3072:	 0.298	 0.702	1	0
test example 3073:	 0.985	 0.015	0	0
test example 3074:	 0.991	 0.009	0	0
test example 3075:	 0.111	 0.889	1	0
test example 3076:	 0.958	 0.042	0	0
test example 3077:	 0.961	 0.039	0	0
test example 3078:	 0.509	 0.491	0	0
test example 3079:	 0.977	 0.023	0	0
test example 3080:	 0.96 	 0.04 	0	0
test example 3081:	 0.987	 0.013	0	0
test example 3082:	 0.415	 0.585	1	0
test example 3083:	 0.993	 0.007	0	0
test example 3084:	 0.613	 0.387	0	0
test example 3085:	 0.596	 0.404	0	0
test example 3086:	 0.718	 0.282	0	0
test example 3087:	 0.991	 0.009	0	0
test example 3088:	 0.99 	 0.01 	0	0
test example 3089:	 0.938	 0.062	0	0
test example 3090:	 0.984	 0.016	0	0
test example 3091:	 0.106	 0.894	1	0
test example 3092:	 0.929	 0.071	0	0
test example 3093:	 0.789	 0.211	0	0
test example 3094:	 0.845	 0.155	0	0
test example 3095:	 0.908	 0.092	0	0
test example 3096:	 0.511	 0.489	0	0
test example 3097:	 0.965	 0.035	0	0
test example 3098:	 0.404	 0.596	1	0
test example 3099:	 0.978	 0.022	0	0
test example 3100:	 0.28 	 0.72 	1	0
test example 3101:	 0.773	 0.227	0	0
test example 3102:	 0.997	 0.003	0	0
test example 3103:	 0.722	 0.278	0	0
test example 3104:	 0.997	 0.003	0	0
test example 3105:	 0.997	 0.003	0	0
test example 3106:	 0.995	 0.005	0	0
test example 3107:	 0.988	 0.012	0	0
test example 3108:	 0.994	 0.006	0	0
test example 3109:	 0.995	 0.005	0	0
test example 3110:	 0.97 	 0.03 	0	0
test example 3111:	 0.99 	 0.01 	0	0
test example 3112:	 0.989	 0.011	0	0
test example 3113:	 1    	 0    	0	0
test example 3114:	 0.997	 0.003	0	0
test example 3115:	 0.989	 0.011	0	0
test example 3116:	 0.954	 0.046	0	0
test example 3117:	 0.982	 0.018	0	0
test example 3118:	 0.997	 0.003	0	0
test example 3119:	 0.997	 0.003	0	0
test example 3120:	 0.998	 0.002	0	0
test example 3121:	 0.997	 0.003	0	0
test example 3122:	 0.997	 0.003	0	0
test example 3123:	 0.997	 0.003	0	0
test example 3124:	 0.993	 0.007	0	0
test example 3125:	 0.993	 0.007	0	0
test example 3126:	 0.993	 0.007	0	0
test example 3127:	 0.992	 0.008	0	0
test example 3128:	 0.995	 0.005	0	0
test example 3129:	 0.999	 0.001	0	0
test example 3130:	 0.994	 0.006	0	0
test example 3131:	 0.576	 0.424	0	0
test example 3132:	 0.997	 0.003	0	0
test example 3133:	 0.993	 0.007	0	0
test example 3134:	 0.992	 0.008	0	0
test example 3135:	 0.975	 0.025	0	0
test example 3136:	 0.949	 0.051	0	0
test example 3137:	 0.92 	 0.08 	0	0
test example 3138:	 0.991	 0.009	0	0
test example 3139:	 0.954	 0.046	0	0
test example 3140:	 0.932	 0.068	0	0
test example 3141:	 0.941	 0.059	0	0
test example 3142:	 0.984	 0.016	0	0
test example 3143:	 0.993	 0.007	0	0
test example 3144:	 0.942	 0.058	0	0
test example 3145:	 0.982	 0.018	0	0
test example 3146:	 0.993	 0.007	0	0
test example 3147:	 0.978	 0.022	0	0
test example 3148:	 0.992	 0.008	0	0
test example 3149:	 0.99 	 0.01 	0	0
test example 3150:	 0.867	 0.133	0	0
test example 3151:	 0.987	 0.013	0	0
test example 3152:	 0.986	 0.014	0	0
test example 3153:	 0.981	 0.019	0	0
test example 3154:	 0.845	 0.155	0	0
test example 3155:	 0.994	 0.006	0	0
test example 3156:	 0.985	 0.015	0	0
test example 3157:	 0.994	 0.006	0	0
test example 3158:	 0.98 	 0.02 	0	0
test example 3159:	 0.954	 0.046	0	0
test example 3160:	 0.985	 0.015	0	0
test example 3161:	 0.997	 0.003	0	0
test example 3162:	 0.993	 0.007	0	0
test example 3163:	 0.992	 0.008	0	0
test example 3164:	 0.827	 0.173	0	0
test example 3165:	 0.977	 0.023	0	0
test example 3166:	 0.982	 0.018	0	0
test example 3167:	 0.995	 0.005	0	0
test example 3168:	 0.955	 0.045	0	0
test example 3169:	 0.998	 0.002	0	0
test example 3170:	 0.992	 0.008	0	0
test example 3171:	 0.977	 0.023	0	0
test example 3172:	 0.996	 0.004	0	0
test example 3173:	 0.975	 0.025	0	0
test example 3174:	 0.828	 0.172	0	0
test example 3175:	 0.984	 0.016	0	0
test example 3176:	 0.977	 0.023	0	0
test example 3177:	 0.95 	 0.05 	0	0
test example 3178:	 0.996	 0.004	0	0
test example 3179:	 0.998	 0.002	0	0
test example 3180:	 0.993	 0.007	0	0
test example 3181:	 0.994	 0.006	0	0
test example 3182:	 0.978	 0.022	0	0
test example 3183:	 0.973	 0.027	0	0
test example 3184:	 0.985	 0.015	0	0
test example 3185:	 0.991	 0.009	0	0
test example 3186:	 0.998	 0.002	0	0
test example 3187:	 0.993	 0.007	0	0
test example 3188:	 0.98 	 0.02 	0	0
test example 3189:	 0.68 	 0.32 	0	0
test example 3190:	 0.995	 0.005	0	0
test example 3191:	 0.997	 0.003	0	0
test example 3192:	 0.984	 0.016	0	0
test example 3193:	 0.993	 0.007	0	0
test example 3194:	 0.617	 0.383	0	0
test example 3195:	 0.999	 0.001	0	0
test example 3196:	 0.995	 0.005	0	0
test example 3197:	 0.989	 0.011	0	0
test example 3198:	 0.991	 0.009	0	0
test example 3199:	 0.993	 0.007	0	0
test example 3200:	 0.989	 0.011	0	0
test example 3201:	 0.991	 0.009	0	0
test example 3202:	 0.993	 0.007	0	0
test example 3203:	 0.981	 0.019	0	0
test example 3204:	 0.993	 0.007	0	0
test example 3205:	 0.993	 0.007	0	0
test example 3206:	 0.994	 0.006	0	0
test example 3207:	 0.994	 0.006	0	0
test example 3208:	 0.99 	 0.01 	0	0
test example 3209:	 0.961	 0.039	0	0
test example 3210:	 1    	 0    	0	0
test example 3211:	 0.985	 0.015	0	0
test example 3212:	 0.52 	 0.48 	0	0
test example 3213:	 0.928	 0.072	0	0
test example 3214:	 0.568	 0.432	0	0
test example 3215:	 0.527	 0.473	0	0
test example 3216:	 0.056	 0.944	1	0
test example 3217:	 0.98 	 0.02 	0	0
test example 3218:	 0.946	 0.054	0	0
test example 3219:	 0.993	 0.007	0	0
test example 3220:	 0.999	 0.001	0	0
test example 3221:	 0.983	 0.017	0	0
test example 3222:	 0.997	 0.003	0	0
test example 3223:	 0.997	 0.003	0	0
test example 3224:	 0.997	 0.003	0	0
test example 3225:	 0.996	 0.004	0	0
test example 3226:	 0.995	 0.005	0	0
test example 3227:	 0.993	 0.007	0	0
test example 3228:	 0.991	 0.009	0	0
test example 3229:	 0.993	 0.007	0	0
test example 3230:	 0.997	 0.003	0	0
test example 3231:	 0.992	 0.008	0	0
test example 3232:	 0.844	 0.156	0	0
test example 3233:	 0.987	 0.013	0	0
test example 3234:	 0.997	 0.003	0	0
test example 3235:	 1    	 0    	0	0
test example 3236:	 0.991	 0.009	0	0
test example 3237:	 0.996	 0.004	0	0
test example 3238:	 0.984	 0.016	0	0
test example 3239:	 0.976	 0.024	0	0
test example 3240:	 0.993	 0.007	0	0
test example 3241:	 0.997	 0.003	0	0
test example 3242:	 0.995	 0.005	0	0
test example 3243:	 0.915	 0.085	0	0
test example 3244:	 0.989	 0.011	0	0
test example 3245:	 0.993	 0.007	0	0
test example 3246:	 0.994	 0.006	0	0
test example 3247:	 0.996	 0.004	0	0
test example 3248:	 0.994	 0.006	0	0
test example 3249:	 0.997	 0.003	0	0
test example 3250:	 0.996	 0.004	0	0
test example 3251:	 0.994	 0.006	0	0
test example 3252:	 0.989	 0.011	0	0
test example 3253:	 0.997	 0.003	0	0
test example 3254:	 0.997	 0.003	0	0
test example 3255:	 0.999	 0.001	0	0
test example 3256:	 0.822	 0.178	0	0
test example 3257:	 0.987	 0.013	0	0
test example 3258:	 0.993	 0.007	0	0
test example 3259:	 0.991	 0.009	0	0
test example 3260:	 0.997	 0.003	0	0
test example 3261:	 0.997	 0.003	0	0
test example 3262:	 0.988	 0.012	0	0
test example 3263:	 0.999	 0.001	0	0
test example 3264:	 0.969	 0.031	0	0
test example 3265:	 0.991	 0.009	0	0
test example 3266:	 0.978	 0.022	0	0
test example 3267:	 0.997	 0.003	0	0
test example 3268:	 0.998	 0.002	0	0
test example 3269:	 0.997	 0.003	0	0
test example 3270:	 0.989	 0.011	0	0
test example 3271:	 0.98 	 0.02 	0	0
test example 3272:	 0.986	 0.014	0	0
test example 3273:	 0.999	 0.001	0	0
test example 3274:	 0.997	 0.003	0	0
test example 3275:	 0.999	 0.001	0	0
test example 3276:	 0.993	 0.007	0	0
test example 3277:	 0.998	 0.002	0	0
test example 3278:	 0.997	 0.003	0	0
test example 3279:	 0.977	 0.023	0	0
test example 3280:	 0.989	 0.011	0	0
test example 3281:	 0.994	 0.006	0	0
test example 3282:	 0.999	 0.001	0	0
test example 3283:	 0.878	 0.122	0	0
test example 3284:	 0.991	 0.009	0	0
